"","X","Precio","Superficie_Terreno","Superficie_Habitacional","Agno_Construccion","Antiguedad_Promedio","Avaluo_Fiscal","Avaluo_Fiscal_Unitario","Barrio","Calidad_Habitacional","IPV_General","Latitud","Longitud","Tipo_Comprador_Simple","Tipo_Vendedor_Simple","Trimestre","Valor_Unitario_Terreno","Valor_Unitario_Construccion_Habitacional_Promedio","Fecha_Transaccion","Precio_Unitario"
"2220",2220,13400,413,148,1980,35.6693278192163,8359.329031009,20.2405061283511,"la_llaveria",2,162.786907853474,-33.381848,-70.551466,"Persona","Persona","T2",12.3959859313994,22.2611717014741,"2016-06-16",32.4455205811138
"2221",2221,14500,388,178,1980,36.7495012953796,8210.85318318221,21.1619927401603,"la_llaveria",2,170.517289945934,-33.381789,-70.551302,"Persona","Persona","T1",12.3959859313994,21.8216315584362,"2017-01-25",37.3711340206186
"2222",2222,13693,413,190,1980,35.0059953903633,8622.72240327837,20.8782624776716,"la_llaveria",2.33684210526316,172.054279594044,-33.381731,-70.55114,"Persona","Persona","T2",12.3959859313994,19.6898882093676,"2017-06-01",33.1549636803874
"2223",2223,8531,226,142,1970,42.3757799520492,4594.26194701688,20.3285926859154,"estadio_croata",3,165.230307506725,-33.383925,-70.555919,"Persona","Persona","T1",12.3959859313994,14.7726744700025,"2016-03-24",37.7477876106195
"2224",2224,14950,242,158,1975,25.2577758257728,6575.93401310058,27.1732810458702,"la_llaveria",2,180.92248440859,-33.378362,-70.554991,"Persona","Persona","T4",12.3959859313994,21.6096503476014,"2017-12-24",61.7768595041322
"2225",2225,8915,289,144,1978,29.5363365073404,5625.56742280017,19.4656312207618,"la_llaveria",3,153.207397204297,-33.378335,-70.555145,"Empresa","Persona","T3",12.3959859313994,14.6874822244875,"2014-09-11",30.8477508650519
"2226",2226,10900,289,144,1978,32.5363365073404,5625.56742280017,19.4656312207618,"la_llaveria",3,180.92248440859,-33.378335,-70.555145,"Persona","Empresa","T4",12.3959859313994,14.6874822244875,"2017-10-05",37.7162629757785
"2227",2227,13700,266,181,1977,26.8076922581995,6152.09509212352,23.1281770380583,"la_llaveria",2.68508287292818,219.441437334406,-33.378247,-70.554409,"Persona","Persona","T3",12.3959859313994,13.7523912279997,"2021-07-01",51.5037593984962
"2228",2228,16300,266,183,1977,19.6838721863742,7800.81181633377,29.3263602117811,"la_llaveria",2,200.769821018205,-33.378214,-70.554152,"Persona","Empresa","T3",12.3959859313994,21.628582901627,"2019-07-11",61.2781954887218
"2229",2229,4709,266,182,1975,29.812797064722,5652.72111258107,21.2508312503048,"la_llaveria",3.47802197802198,203.129032075637,-33.378197,-70.554023,"Persona","Persona","T3",12.3959859313994,11.3833741342162,"2020-08-19",17.703007518797
"2230",2230,10500,266,85,1977,40.2941176470588,4893.52424897551,18.3967077029155,"la_llaveria",3,190.549339228614,-33.378163,-70.553766,"Persona","Persona","T3",12.3959859313994,15.1877464631883,"2018-08-16",39.4736842105263
"2231",2231,13230,266,97,1977,38,5022.78703494563,18.8826580261114,"la_llaveria",3,167.042508351275,-33.378147,-70.553638,"Persona","Persona","T4",12.3959859313994,15.1877464631883,"2015-10-09",49.7368421052632
"2232",2232,9514,266,176,1977,27.7116587766534,5462.94104740086,20.5373723586499,"la_llaveria",3.41477272727273,167.042508351275,-33.378096,-70.553252,"Persona","Persona","T4",12.3959859313994,11.8019780820382,"2015-11-26",35.7669172932331
"2233",2233,12200,280,179,1978,28.8846911933972,6169.80636313769,22.0350227254917,"la_llaveria",3,206.484804267472,-33.378469,-70.554593,"Persona","Persona","T2",12.3959859313994,14.4121209335256,"2020-06-05",43.5714285714286
"2234",2234,9182,242,106,1977,43,4773.57274692653,19.7255072187047,"la_llaveria",3,206.729659496211,-33.378429,-70.554331,"Persona","Empresa","T4",12.3959859313994,15.1877464631883,"2020-11-06",37.9421487603306
"2235",2235,7768,242,170,1978,28.8446620148075,5516.77661256494,22.7965975725824,"la_llaveria",3,215.258330269028,-33.378378,-70.553946,"Persona","Empresa","T1",12.3959859313994,14.6330149522953,"2021-02-21",32.099173553719
"2236",2236,9457,242,87,1975,44.4242842367057,4444.02023168017,18.3637199656205,"la_llaveria",3.11494252873563,215.258330269028,-33.378328,-70.55356,"Empresa","Empresa","T1",12.3959859313994,14.1327900451115,"2021-01-10",39.0785123966942
"2237",2237,8700,242,82,1978,42,4509.58949372398,18.6346673294379,"la_llaveria",3,206.484804267472,-33.378311,-70.553432,"Persona","Empresa","T2",12.3959859313994,15.1877464631883,"2020-04-18",35.9504132231405
"2238",2238,15200,242,165,1976,19.8180332855052,5922.75705850086,24.4742027210779,"la_llaveria",3,193.660026564027,-33.378261,-70.553046,"Persona","Persona","T4",12.3959859313994,15.0845542051461,"2018-11-10",62.8099173553719
"2239",2239,15850,466,197,1978,32.3599696556632,7955.9394985641,17.072831541983,"la_llaveria",3,167.042508351275,-33.378818,-70.553794,"Persona","Persona","T4",12.3959859313994,14.8353683672248,"2015-12-31",34.0128755364807
"2240",2240,6228,242,78,1978,42.9999999999998,4463.05488690265,18.4423755657134,"la_llaveria",3,215.258330269028,-33.378666,-70.553925,"Persona","Empresa","T1",12.3959859313994,15.1877464631883,"2021-02-21",25.7355371900826
"2241",2241,9632,242,94,1978,42.7112114096797,4538.10254590042,18.7524898590926,"la_llaveria",3.23404255319149,215.258330269028,-33.378633,-70.553668,"Persona","Empresa","T1",12.3959859313994,13.59641180267,"2021-01-10",39.801652892562
"2242",2242,10300,242,180,1978,24.384757823269,5666.14997902617,23.4138428885379,"la_llaveria",3,157.865324062112,-33.378616,-70.553539,"Persona","Persona","T2",12.3959859313994,14.7365990770145,"2015-05-21",42.5619834710744
"2243",2243,9500,242,163,1978,21.2267546151643,6976.17488948404,28.8271689648101,"la_llaveria",2,200.769821018205,-33.378583,-70.553282,"Empresa","Persona","T3",12.3959859313994,21.6961474908223,"2019-08-03",39.2561983471074
"2244",2244,6898,242,73,1976,37.9999999999998,4383.91736310542,18.1153610045679,"la_llaveria",3,141.696082456564,-33.378533,-70.552897,"Persona","Persona","T1",12.3959859313994,15.1877464631883,"2014-01-12",28.504132231405
"2245",2245,9497,242,94,1976,41.4574468085104,4772.93275467071,19.7228626226062,"la_llaveria",3,215.258330269028,-33.378516,-70.552768,"Persona","Empresa","T1",12.3959859313994,15.1877464631883,"2021-01-10",39.2438016528926
"2246",2246,8029,242,109,1976,38.3486238532107,4818.24016649995,19.9100833326444,"la_llaveria",3,168.293977102397,-33.378929,-70.552295,"Persona","Persona","T4",12.3959859313994,15.1877464631883,"2016-12-30",33.1776859504132
"2247",2247,12500,242,109,1976,43.3486238532107,4818.24016649995,19.9100833326444,"la_llaveria",3,219.627440182518,-33.378929,-70.552295,"Persona","Persona","T2",12.3959859313994,15.1877464631883,"2021-06-10",51.6528925619835
"2248",2248,10100,242,140,1977,29.3367728215089,5376.23180923494,22.2158339224584,"la_llaveria",3,200.769821018205,-33.379186,-70.552866,"Persona","Persona","T3",12.3959859313994,15.0947433566755,"2019-07-04",41.7355371900826
"2249",2249,7400,242,73,1976,37.9999999999998,4383.91736310542,18.1153610045679,"la_llaveria",3,153.291015051089,-33.379103,-70.552224,"Persona","Persona","T4",12.3959859313994,15.1877464631883,"2014-10-09",30.5785123966942
"2250",2250,16000,242,73,1976,44.9999999999998,4383.91736310542,18.1153610045679,"la_llaveria",3,219.627440182518,-33.379103,-70.552224,"Empresa","Persona","T2",12.3959859313994,15.1877464631883,"2021-06-03",66.1157024793388
"2251",2251,9143,360,109,1976,34.2385321100917,6368.10822496854,17.6891895138015,"la_llaveria",3,144.873578331725,-33.379485,-70.55286,"Persona","Persona","T2",12.3959859313994,15.1877464631883,"2014-04-05",25.3972222222222
"2252",2252,12000,242,140,1978,28.0486919299283,5446.54238327256,22.5063734845974,"la_llaveria",3,219.627440182518,-33.379445,-70.55259,"Persona","Empresa","T2",12.3959859313994,15.0875892715591,"2021-05-26",49.5867768595041
"2253",2253,9678,242,91,1976,42.3761180498232,4624.95950437224,19.1114029106291,"la_llaveria",3.08791208791209,215.258330269028,-33.379411,-70.552333,"Persona","Empresa","T1",12.3959859313994,14.5900023749217,"2021-01-10",39.9917355371901
"2254",2254,10900,242,91,1976,42.3761180498232,4624.95950437224,19.1114029106291,"la_llaveria",3.08791208791209,219.627440182518,-33.379411,-70.552333,"Persona","Persona","T2",12.3959859313994,14.5900023749217,"2021-06-25",45.0413223140496
"2255",2255,17350,408,177,1981,40,8807.40866703236,21.5867859486087,"la_llaveria",2,219.441437334406,-33.380896,-70.551359,"Empresa","Persona","T3",12.3959859313994,21.9038368388253,"2021-07-25",42.5245098039216
"2256",2256,15618,489,186,1980,34.4901306638942,10331.7133683973,21.1282481971315,"la_llaveria",2,163.822591438889,-33.381386,-70.552103,"Persona","Persona","T3",12.3959859313994,22.1874674822276,"2016-08-21",31.9386503067485
"2257",2257,19500,444,186,1980,36.9150978853984,9117.93523926301,20.5358901785203,"la_llaveria",2.3494623655914,194.959351316001,-33.38121,-70.551596,"Empresa","Persona","T1",12.3959859313994,19.579284082461,"2019-02-16",43.9189189189189
"2258",2258,19000,425,165,1970,41.2727272727273,12692.996644187,29.8658744569106,"estadio_croata",3,167.042508351275,-33.385483,-70.560695,"Empresa","Persona","T4",21.9566003033139,15.1877464631883,"2015-12-17",44.7058823529412
"2259",2259,38355,512,140,1970,49,11686.4867219515,22.8251693788115,"estadio_croata",3,194.959351316001,-33.385363,-70.561898,"Empresa","Empresa","T1",21.9566003033139,15.1877464631883,"2019-02-20",74.912109375
"2260",2260,9800,175,128,1968,34.3784900024209,3915.42057371495,22.3738318497997,"estadio_croata",3,200.769821018205,-33.386785,-70.553701,"Persona","Persona","T3",11.2779839308186,15.103630071781,"2019-09-04",56
"2261",2261,2778,175,77,1969,45.2857142857144,3154.53741408796,18.0259280805026,"estadio_croata",3,168.293977102397,-33.386217,-70.553744,"Persona","Persona","T4",11.2779839308186,15.1877464631883,"2016-11-13",15.8742857142857
"2262",2262,7292,184,85,1969,43.5411764705882,3368.63266754864,18.3077862366774,"estadio_croata",3,153.984522795154,-33.386027,-70.553758,"Persona","Empresa","T1",11.2779839308186,15.1877464631883,"2015-03-15",39.6304347826087
"2263",2263,9432,263,89,1969,41.7303370786519,4541.72333903391,17.2689100343495,"estadio_croata",3,194.111243994392,-33.385222,-70.553629,"Empresa","Persona","T2",11.2779839308186,15.1877464631883,"2019-05-12",35.8631178707224
"2264",2264,10750,273,70,1970,51,4383.2649478881,16.0559155600297,"estadio_croata",3,219.627440182518,-33.386733,-70.554146,"Persona","Persona","T2",11.2779839308186,15.1877464631883,"2021-06-27",39.3772893772894
"2265",2265,10223,274,106,1969,34.9115642550416,4859.67951986061,17.736056641827,"estadio_croata",2.77358490566038,162.786907853474,-33.385792,-70.554226,"Persona","Persona","T2",11.2779839308186,14.2232151776591,"2016-06-26",37.3102189781022
"2266",2266,9961,480,168,1974,39.9999999999998,7862.64883353232,16.3805184031923,"estadio_croata",3,141.696082456564,-33.388013,-70.560001,"Empresa","Persona","T1",11.2779839308186,14.9070787344627,"2014-03-29",20.7520833333333
"2267",2267,14400,480,168,1974,40.9999999999998,7862.64883353232,16.3805184031923,"estadio_croata",3,153.984522795154,-33.388013,-70.560001,"Persona","Empresa","T1",11.2779839308186,14.9070787344627,"2015-01-22",30
"2268",2268,17650,476,177,1978,41.553572271338,7769.1464296086,16.3217361966567,"estadio_croata",3,219.441437334406,-33.388396,-70.560007,"Persona","Persona","T3",11.2779839308186,14.9065501700018,"2021-09-26",37.0798319327731
"2269",2269,14500,380,134,1978,42.1940298507463,6450.90071311026,16.9760545081849,"estadio_croata",3,219.627440182518,-33.389059,-70.56005,"Persona","Empresa","T2",11.2779839308186,15.1877464631883,"2021-04-24",38.1578947368421
"2270",2270,9540,240,95,1975,42.7473684210527,4275.92110612759,17.8163379421983,"estadio_croata",3,193.660026564027,-33.389011,-70.559689,"Persona","Persona","T4",11.2779839308186,15.1877464631883,"2018-11-14",39.75
"2271",2271,10600,223,95,1979,38.9999999999998,4665.66057887774,20.9222447483307,"estadio_croata",2,193.660026564027,-33.388733,-70.559549,"Persona","Persona","T4",11.2779839308186,22.6419768342476,"2018-11-22",47.5336322869955
"2272",2272,10548,336,198,1969,28.8310506035486,8174.81401051918,24.3298036027357,"estadio_croata",2,184.771172717264,-33.386584,-70.560699,"Empresa","Persona","T2",11.2779839308186,21.8633395464783,"2018-05-10",31.3928571428571
"2273",2273,17300,336,198,1969,29.8310506035486,8174.81401051918,24.3298036027357,"estadio_croata",2,194.111243994392,-33.386584,-70.560699,"Persona","Empresa","T2",11.2779839308186,21.8633395464783,"2019-06-09",51.4880952380952
"2274",2274,16792,481,221,1976,24.3710407239819,11191.66067568,23.2674858122245,"la_llaveria",2,168.293977102397,-33.380753,-70.549609,"Empresa","Persona","T4",12.3959859313994,22.6419768342476,"2016-11-23",34.9106029106029
"2275",2275,17965,526,176,1972,32.5454545454545,13656.2158691233,25.9623875838846,"borde_rio_casa_piedra",3,181.339206495466,-33.383358,-70.584539,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2018-03-22",34.1539923954373
"2276",2276,20200,526,176,1972,34.5454545454545,13656.2158691233,25.9623875838846,"borde_rio_casa_piedra",3,204.936630465637,-33.383358,-70.584539,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2020-01-08",38.4030418250951
"2277",2277,8849,526,111,1972,46,12477.4351908619,23.7213596784447,"borde_rio_casa_piedra",3,181.339206495466,-33.383281,-70.584146,"Empresa","Empresa","T1",18.0954793327095,15.1877464631883,"2018-01-17",16.8231939163498
"2278",2278,14209,526,111,1972,47,12477.4351908619,23.7213596784447,"borde_rio_casa_piedra",3,200.769821018205,-33.383281,-70.584146,"Empresa","Empresa","T3",18.0954793327095,15.1877464631883,"2019-08-08",27.0133079847909
"2279",2279,26500,711,161,1969,45.8260869565217,16553.6025620341,23.2821414374601,"borde_rio_casa_piedra",3,194.111243994392,-33.383138,-70.583505,"Empresa","Persona","T2",18.0954793327095,15.1877464631883,"2019-06-23",37.2714486638537
"2280",2280,17000,537,168,1972,38.6666666666667,13431.9226872318,25.0128914101151,"borde_rio_casa_piedra",3,157.865324062112,-33.383606,-70.584434,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2015-05-29",31.6573556797021
"2281",2281,17659,537,204,1972,31.2137264536746,14152.388274015,26.354540547514,"borde_rio_casa_piedra",3,153.291015051089,-33.383532,-70.58406,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2014-11-22",32.8845437616387
"2282",2282,19800,565,149,1972,42.6848219937749,13782.149817689,24.3931855180336,"borde_rio_casa_piedra",3,175.239428171678,-33.383381,-70.582905,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2017-09-10",35.0442477876106
"2283",2283,14268,522,209,1972,27.3585528156193,15490.1778580878,29.6746702262218,"borde_rio_casa_piedra",2,144.873578331725,-33.382964,-70.582564,"Empresa","Persona","T2",18.0954793327095,22.4816167520983,"2014-05-11",27.3333333333333
"2284",2284,17561,522,165,1972,36.6877383986275,13011.9487593172,24.9271049029065,"borde_rio_casa_piedra",3,144.873578331725,-33.383143,-70.582115,"Persona","Empresa","T2",18.0954793327095,15.0686753055471,"2014-05-09",33.6417624521073
"2285",2285,28250,540,268,1972,21.2663459680339,17183.1116453164,31.8205771209563,"borde_rio_casa_piedra",1.8955223880597,193.660026564027,-33.383137,-70.581919,"Persona","Persona","T4",18.0954793327095,21.5995522873613,"2018-10-03",52.3148148148148
"2286",2286,20500,540,212,1972,34.328727833888,14122.279565035,26.1523695648796,"borde_rio_casa_piedra",3,168.293977102397,-33.3831,-70.58173,"Persona","Persona","T4",18.0954793327095,15.0023998498789,"2016-10-21",37.962962962963
"2287",2287,23400,549,245,1975,29.7933222848392,14924.2299377239,27.1843896862002,"borde_rio_casa_piedra",3,203.460525846961,-33.383025,-70.581352,"Persona","Persona","T4",18.0954793327095,14.7600623051302,"2019-11-14",42.6229508196721
"2288",2288,22500,630,214,1979,42,17134.5763286115,27.1977402041452,"borde_rio_casa_piedra",2,219.627440182518,-33.382944,-70.580945,"Persona","Persona","T2",18.0954793327095,22.6419768342476,"2021-05-02",35.7142857142857
"2289",2289,31500,598,282,2017,4,21258.3227388597,35.5490346803674,"borde_rio_casa_piedra",2,215.258330269028,-33.38411,-70.584993,"Persona","Persona","T1",18.0954793327095,26.3498247993304,"2021-03-14",52.6755852842809
"2290",2290,27500,551,254,1972,33.1823412330316,16457.1892807589,29.8678571338637,"borde_rio_casa_piedra",2.07874015748031,204.936630465637,-33.384026,-70.5845,"Persona","Persona","T1",18.0954793327095,21.3371978683084,"2020-01-29",49.9092558983666
"2291",2291,19000,450,191,1972,35.6857200606096,13273.6486399277,29.4969969776171,"borde_rio_casa_piedra",2,194.111243994392,-33.384154,-70.583904,"Persona","Empresa","T2",18.0954793327095,22.2798403967029,"2019-04-04",42.2222222222222
"2292",2292,26500,770,290,1972,27.9302920211794,21521.3566196638,27.9498137917712,"borde_rio_casa_piedra",2,153.291015051089,-33.383818,-70.582623,"Persona","Persona","T4",18.0954793327095,21.9706138039284,"2014-11-15",34.4155844155844
"2293",2293,14503,338,202,1972,30.6850889611849,9658.57448936788,28.5756641697275,"borde_rio_casa_piedra",3,163.822591438889,-33.384175,-70.582934,"Persona","Persona","T3",18.0954793327095,14.9218994726132,"2016-08-04",42.9082840236686
"2294",2294,21000,338,202,1972,35.6850889611849,9658.57448936788,28.5756641697275,"borde_rio_casa_piedra",3,219.441437334406,-33.384175,-70.582934,"Persona","Persona","T3",18.0954793327095,14.9218994726132,"2021-09-02",62.1301775147929
"2295",2295,19000,608,203,1976,37.7049931337456,15003.6872963118,24.6771172636707,"borde_rio_casa_piedra",3.24630541871921,163.714201945077,-33.383438,-70.581429,"Empresa","Persona","T3",18.0954793327095,13.0884288596804,"2015-09-17",31.25
"2296",2296,11102,500,168,1972,40.086702047226,12406.7151431061,24.8134302862122,"borde_rio_casa_piedra",3,153.291015051089,-33.383682,-70.58136,"Persona","Persona","T4",18.0954793327095,14.9694493408461,"2014-11-01",22.204
"2297",2297,21000,542,174,1980,39.0689655172412,13697.4387725469,25.2720272556216,"borde_rio_casa_piedra",3,194.111243994392,-33.383295,-70.580785,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2019-05-15",38.7453874538745
"2298",2298,20000,546,168,1978,40.0720008899486,16732.607628021,30.645801516522,"borde_rio_casa_piedra",1,203.460525846961,-33.383538,-70.580716,"Empresa","Persona","T4",18.0954793327095,33.9966950201637,"2019-12-22",36.6300366300366
"2299",2299,19929,460,219,1972,34.2812408813727,12286.429156852,26.7096286018522,"borde_rio_casa_piedra",3,170.517289945934,-33.384367,-70.584336,"Persona","Persona","T1",18.0954793327095,14.7750751908154,"2017-03-11",43.3239130434783
"2300",2300,16500,449,189,1977,35.5544313397688,11652.3816269239,25.9518521757771,"borde_rio_casa_piedra",3,141.696082456564,-33.384644,-70.583699,"Persona","Persona","T1",18.0954793327095,14.9937045766619,"2014-03-27",36.7483296213808
"2301",2301,21200,449,189,1977,39.5544313397688,11652.3816269239,25.9518521757771,"borde_rio_casa_piedra",3,181.339206495466,-33.384644,-70.583699,"Persona","Persona","T1",18.0954793327095,14.9937045766619,"2018-02-07",47.2160356347439
"2302",2302,18084,522,207,1972,39.9596548704044,13626.1775031461,26.1037883202033,"borde_rio_casa_piedra",3,181.339206495466,-33.384342,-70.581928,"Persona","Persona","T1",18.0954793327095,14.9283208975063,"2018-02-25",34.6436781609195
"2303",2303,20600,522,226,1972,30.0089790998461,15368.6123390662,29.4417860901651,"borde_rio_casa_piedra",2,163.714201945077,-33.384302,-70.58174,"Persona","Empresa","T3",18.0954793327095,22.188564447679,"2015-09-11",39.463601532567
"2304",2304,21000,461,140,1972,48,11395.6870059049,24.7194945898154,"borde_rio_casa_piedra",3,206.484804267472,-33.384206,-70.581528,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2020-04-11",45.5531453362256
"2305",2305,18500,418,180,1972,45.0994854927856,10787.7532509438,25.8080221314445,"borde_rio_casa_piedra",3,200.769821018205,-33.38523,-70.581876,"Persona","Persona","T3",18.0954793327095,14.8966836333987,"2019-09-04",44.2583732057416
"2306",2306,20600,595,243,1972,26.0781893004119,17700.5126972347,29.7487608356886,"borde_rio_casa_piedra",2,184.771172717264,-33.385066,-70.58202,"Persona","Persona","T2",18.0954793327095,22.6419768342476,"2018-04-25",34.6218487394958
"2307",2307,20500,595,168,1972,42.4501861807676,14501.5099545029,24.37228563782,"borde_rio_casa_piedra",3,168.293977102397,-33.384913,-70.582066,"Persona","Persona","T4",18.0954793327095,14.9694493408461,"2016-11-19",34.453781512605
"2308",2308,19000,450,180,1972,35.7008699917458,12881.5042108999,28.6255649131109,"borde_rio_casa_piedra",2,165.230307506725,-33.384578,-70.581857,"Persona","Persona","T1",18.0954793327095,22.2199328550799,"2016-01-10",42.2222222222222
"2309",2309,15247,450,182,1972,39.9562885431881,11429.7016875867,25.399337083526,"borde_rio_casa_piedra",3,144.873578331725,-33.384538,-70.581669,"Persona","Persona","T2",18.0954793327095,14.9214719513204,"2014-06-07",33.8822222222222
"2310",2310,23407,428,218,1974,26.6176328209481,13457.0788293375,31.4417729657418,"borde_rio_casa_piedra",2,157.865324062112,-33.384944,-70.582407,"Persona","Persona","T2",18.0954793327095,22.1602590706536,"2015-04-09",54.6892523364486
"2311",2311,23407,428,218,1974,27.6176328209481,13457.0788293375,31.4417729657418,"borde_rio_casa_piedra",2,163.822591438889,-33.384944,-70.582407,"Empresa","Persona","T3",18.0954793327095,22.1602590706536,"2016-09-25",54.6892523364486
"2312",2312,25200,428,218,1974,32.6176328209481,13457.0788293375,31.4417729657418,"borde_rio_casa_piedra",2,219.627440182518,-33.384944,-70.582407,"Persona","Persona","T2",18.0954793327095,22.1602590706536,"2021-06-11",58.8785046728972
"2313",2313,26400,500,168,1978,43,13709.8507308573,27.4197014617146,"borde_rio_casa_piedra",2,215.258330269028,-33.384588,-70.58328,"Persona","Persona","T1",18.0954793327095,22.6419768342476,"2021-02-26",52.8
"2314",2314,21000,591,213,1978,35.0684440032458,14910.0280081314,25.2284737870244,"borde_rio_casa_piedra",2.22535211267606,170.517289945934,-33.385165,-70.583105,"Persona","Persona","T1",18.0954793327095,20.6669879654899,"2017-02-12",35.5329949238579
"2315",2315,18100,558,228,1972,27.8635998331251,14966.8998418896,26.8224011503398,"borde_rio_casa_piedra",2.86842105263158,153.207397204297,-33.384814,-70.581188,"Persona","Persona","T3",18.0954793327095,16.032597065186,"2014-09-14",32.4372759856631
"2316",2316,22000,549,326,1979,21.1850665758748,18500.5912684328,33.6987090499687,"borde_rio_casa_piedra",2,180.92248440859,-33.383934,-70.58083,"Persona","Persona","T4",18.0954793327095,21.7646858490415,"2017-10-05",40.0728597449909
"2317",2317,19200,354,193,1972,28.0887151027782,11167.0507889387,31.5453412116912,"borde_rio_casa_piedra",2,168.293977102397,-33.384338,-70.580282,"Persona","Persona","T4",18.0954793327095,21.7968598140916,"2016-12-28",54.2372881355932
"2318",2318,12221,354,207,1975,21.5995105662835,11562.5920751186,32.6626894777362,"borde_rio_casa_piedra",1.88405797101449,144.873578331725,-33.38446,-70.580245,"Empresa","Persona","T2",18.0954793327095,20.7133982240635,"2014-06-27",34.5225988700565
"2319",2319,25750,641,232,1987,32.5076153078573,16485.8603788197,25.7189709497967,"borde_rio_casa_piedra",3,219.441437334406,-33.383802,-70.580445,"Persona","Persona","T3",18.0954793327095,14.8264270882771,"2021-08-20",40.1716068642746
"2320",2320,16250,510,165,1974,37.2424211143818,12614.20547901,24.7337362333529,"borde_rio_casa_piedra",3,163.714201945077,-33.383964,-70.579386,"Persona","Persona","T3",18.0954793327095,14.751152218504,"2015-09-13",31.8627450980392
"2321",2321,16508,443,179,1973,35.6256983240223,11871.6585137621,26.7983262161673,"borde_rio_casa_piedra",3,163.822591438889,-33.384149,-70.578937,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2016-09-28",37.2641083521445
"2322",2322,21550,449,126,1974,47,11023.695589042,24.5516605546592,"borde_rio_casa_piedra",3,219.627440182518,-33.383746,-70.57854,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2021-04-25",47.9955456570156
"2323",2323,23907,444,166,1974,43.5903614457832,11416.2705301539,25.7123210138601,"borde_rio_casa_piedra",3,206.484804267472,-33.383615,-70.57858,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2020-05-27",53.8445945945946
"2324",2324,20649,524,151,1974,45.1986754966886,13064.6709044561,24.9325780619391,"borde_rio_casa_piedra",3,206.729659496211,-33.383102,-70.578728,"Persona","Empresa","T4",18.0954793327095,15.1877464631883,"2020-12-06",39.4064885496183
"2325",2325,21300,524,151,1974,46.1986754966886,13064.6709044561,24.9325780619391,"borde_rio_casa_piedra",3,215.258330269028,-33.383102,-70.578728,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2021-02-28",40.6488549618321
"2326",2326,16672,475,195,1980,32.9887655094701,12157.7155303153,25.5951905901375,"borde_rio_casa_piedra",2.28205128205128,153.984522795154,-33.382973,-70.578444,"Persona","Persona","T1",18.0954793327095,20.1700757020364,"2015-02-21",35.0989473684211
"2327",2327,13860,330,156,1991,23.9999999999998,10217.7245329289,30.9628016149361,"borde_rio_casa_piedra",2,167.042508351275,-33.383476,-70.578353,"Persona","Persona","T4",18.0954793327095,22.6419768342476,"2015-10-29",42
"2328",2328,19360,522,139,1980,36,13666.2343583621,26.180525590732,"borde_rio_casa_piedra",2,163.822591438889,-33.383669,-70.578302,"Persona","Persona","T3",18.0954793327095,22.6419768342476,"2016-09-23",37.088122605364
"2329",2329,15800,416,221,1980,22.7806630241955,13400.3002807267,32.2122602902084,"borde_rio_casa_piedra",2,190.549339228614,-33.383242,-70.578136,"Persona","Persona","T3",18.0954793327095,21.8331621815972,"2018-09-14",37.9807692307692
"2330",2330,18000,415,138,1980,38.9999999999998,12660.5935916879,30.5074544378022,"borde_rio_casa_piedra",1,203.460525846961,-33.383419,-70.578039,"Persona","Persona","T4",18.0954793327095,33.9966950201637,"2019-12-19",43.3734939759036
"2331",2331,15101,410,166,1974,39.0180722891566,10676.8342099319,26.0410590486144,"borde_rio_casa_piedra",3,153.984522795154,-33.382241,-70.578242,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2015-02-06",36.8317073170732
"2332",2332,15240,410,126,1974,39.9444444444443,10188.2210319125,24.8493195900305,"borde_rio_casa_piedra",3,153.291015051089,-33.382193,-70.578098,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2014-12-28",37.1707317073171
"2333",2333,15000,336,199,1974,39.9461815387504,7734.3518763512,23.0189043939024,"borde_rio_casa_piedra",3,168.293977102397,-33.382128,-70.577954,"Persona","Persona","T4",18.0954793327095,14.8915644378999,"2016-10-27",44.6428571428571
"2334",2334,20000,480,140,1978,41.0000000000002,12766.9671194863,26.5978481655965,"borde_rio_casa_piedra",2,203.460525846961,-33.381951,-70.578254,"Persona","Persona","T4",18.0954793327095,22.6419768342476,"2019-11-21",41.6666666666667
"2335",2335,17168,495,220,1982,29.6636363636364,13523.2892129973,27.3197761878733,"borde_rio_casa_piedra",3,162.786907853474,-33.381903,-70.578101,"Empresa","Empresa","T2",18.0954793327095,15.1877464631883,"2016-05-27",34.6828282828283
"2336",2336,17566,495,220,1982,33.6636363636364,13523.2892129973,27.3197761878733,"borde_rio_casa_piedra",3,204.936630465637,-33.381903,-70.578101,"Persona","Empresa","T1",18.0954793327095,15.1877464631883,"2020-02-05",35.4868686868687
